,location,bhk,total_sqft,bath,price,price_per_sqft
2427,Whitefield,3,1635.0,2.0,85.0,5198.7767584097855
2428,Rajaji Nagar,4,3526.0,4.0,558.0,15825.2977878616
2429,Padmanabhanagar,4,3400.0,3.0,210.0,6176.470588235294
2430,other,3,2770.0,3.0,460.0,16606.49819494585
2431,EPIP Zone,4,3035.0,5.0,200.0,6589.785831960461
2432,other,3,1533.0,3.0,85.0,5544.683626875408
2433,Akshaya Nagar,3,1720.0,3.0,134.0,7790.697674418605
2434,Frazer Town,3,2000.0,3.0,200.0,10000.0
2435,Yeshwanthpur,2,1185.0,2.0,75.84,6400.0
2436,Varthur Road,2,900.0,2.0,27.0,3000.0
2437,Attibele,1,395.0,1.0,10.25,2594.9367088607596
2438,Electronic City Phase II,2,1031.0,2.0,56.35,5465.56741028128
2439,other,6,2400.0,8.0,650.0,27083.333333333332
2440,Thanisandra,4,2650.0,4.0,240.0,9056.603773584906
2441,Basaveshwara Nagar,5,2400.0,5.0,415.0,17291.666666666668
2442,Uttarahalli,3,1330.0,2.0,46.55,3500.0
2443,Hennur,2,1259.0,2.0,57.0,4527.4027005559965
2444,Raja Rajeshwari Nagar,3,1570.0,3.0,88.0,5605.095541401274
2445,Bisuvanahalli,3,1075.0,2.0,36.0,3348.8372093023254
2446,Whitefield,2,1216.0,2.0,79.0,6496.710526315789
2447,Sarjapur  Road,3,1428.0,2.0,66.0,4621.848739495798
2448,Begur Road,2,1160.0,2.0,40.59,3499.1379310344832
2450,other,3,1475.0,3.0,70.0,4745.762711864407
2451,Harlur,3,1754.0,3.0,135.0,7696.693272519954
2452,Rayasandra,3,1639.0,3.0,83.0,5064.063453325199
2453,Hennur Road,3,1804.0,3.0,102.0,5654.10199556541
2454,Whitefield,3,1200.0,3.0,56.2,4683.333333333333
2455,other,2,1135.0,2.0,55.0,4845.814977973569
2456,Begur Road,2,1260.0,2.0,46.62,3700.0
2458,Hennur Road,3,2160.0,3.0,160.0,7407.407407407408
2460,Rachenahalli,2,1220.0,2.0,59.5,4877.049180327869
2461,Margondanahalli,2,1200.0,2.0,67.0,5583.333333333333
2462,Yelahanka,2,1300.0,2.0,65.0,5000.0
2463,Cox Town,1,605.0,1.0,29.0,4793.388429752066
2465,Bhoganhalli,2,1444.0,2.0,75.97,5261.0803324099725
2466,Amruthahalli,2,924.0,2.0,45.0,4870.12987012987
2467,Kaikondrahalli,2,1000.0,2.0,30.0,3000.0
2469,other,3,1200.0,3.0,225.0,18750.0
2470,Bisuvanahalli,2,845.0,2.0,29.0,3431.9526627218934
2471,Kanakpura Road,2,700.0,2.0,35.0,5000.0
2472,Kothanur,2,1187.0,2.0,58.0,4886.2679022746415
2473,Kaggadasapura,3,1625.0,3.0,55.0,3384.6153846153848
2474, Devarachikkanahalli,2,1200.0,2.0,83.0,6916.666666666667
2475,other,2,1452.55,2.0,110.0,7572.889057175313
2476,other,3,2357.0,3.0,151.0,6406.448875689436
2477,Kaval Byrasandra,2,1200.0,2.0,49.5,4125.0
2478,Budigere,2,1139.0,2.0,56.85,4991.220368744513
2479,Basavangudi,1,600.0,1.0,97.5,16250.0
2480,Kanakpura Road,3,1660.0,3.0,75.0,4518.0722891566265
2481,other,2,1170.0,2.0,105.0,8974.358974358975
2482,Somasundara Palya,2,1448.0,2.0,68.0,4696.132596685083
2483,Kadugodi,3,1762.0,3.0,110.0,6242.905788876277
2484,Kaggadasapura,2,1105.0,2.0,38.65,3497.737556561086
2485,Yelahanka,3,1825.0,3.0,105.0,5753.424657534247
2488,Thanisandra,2,1185.0,2.0,43.0,3628.6919831223627
2489,Electronic City Phase II,3,1320.0,2.0,38.12,2887.8787878787875
2490,Hulimavu,2,1058.0,2.0,48.0,4536.862003780719
2491,Bellandur,2,1220.0,2.0,60.0,4918.0327868852455
2492,Sarjapur,2,925.0,2.0,25.0,2702.7027027027025
2493,Old Madras Road,2,1200.0,2.0,72.0,6000.0
2494,Kengeri,3,1160.0,2.0,40.6,3500.0
2496,other,3,1411.0,3.0,91.72,6500.3543586109145
2497,Bannerghatta Road,3,1550.0,3.0,78.0,5032.258064516129
2498,Green Glen Layout,4,3250.0,4.0,230.0,7076.923076923077
2499,Haralur Road,3,2475.0,4.0,130.0,5252.525252525253
2501,7th Phase JP Nagar,4,2503.0,4.0,188.0,7510.986815821015
2502,Marathahalli,4,2524.0,5.0,190.0,7527.733755942948
2503,Kaggadasapura,2,1063.0,2.0,42.0,3951.081843838194
2504,Kanakpura Road,2,1077.0,2.0,37.7,3500.4642525533895
2505,other,2,1200.0,3.0,44.0,3666.6666666666665
2506,Hosakerehalli,4,1500.0,3.0,70.0,4666.666666666667
2507,Jalahalli,2,1045.0,2.0,76.77,7346.411483253589
2508,Kanakapura,3,1290.0,2.0,45.15,3500.0
2509,Hoodi,2,1400.0,2.0,78.0,5571.428571428572
2510,Begur Road,3,1600.0,3.0,58.14,3633.75
2511,other,3,3095.0,3.0,375.0,12116.316639741519
2512,Nagavara,3,1545.0,2.0,58.0,3754.045307443366
2513,Sarjapur  Road,3,1680.0,3.0,112.0,6666.666666666667
2514,other,2,1350.0,2.0,67.5,5000.0
2515,Gottigere,2,950.0,2.0,38.0,4000.0
2516,Thanisandra,2,1050.0,2.0,45.0,4285.714285714285
2517,Banashankari Stage V,3,1305.0,2.0,49.0,3754.7892720306513
2519,Kodichikkanahalli,5,2700.0,7.0,125.0,4629.62962962963
2520,other,3,1100.0,3.0,78.0,7090.909090909091
2521,Thanisandra,6,3500.0,5.0,160.0,4571.428571428572
2522,Begur Road,3,1634.0,3.0,83.33,5099.7552019583845
2523,Prithvi Layout,2,1352.0,2.0,85.0,6286.98224852071
2524,Balagere,2,1145.0,2.0,65.0,5676.855895196507
2525,other,2,1240.0,2.0,43.79,3531.451612903226
2526,7th Phase JP Nagar,3,2200.0,3.0,190.0,8636.363636363636
2527,Bommasandra Industrial Area,2,1020.0,2.0,39.0,3823.529411764706
2528,other,4,3600.0,4.0,365.0,10138.888888888889
2529,Raja Rajeshwari Nagar,2,1168.0,2.0,61.0,5222.602739726028
2530,Electronic City Phase II,2,1205.0,2.0,75.0,6224.066390041494
2531,Yeshwanthpur,2,1195.0,2.0,100.0,8368.200836820084
2532,CV Raman Nagar,2,1028.0,2.0,49.0,4766.536964980544
2533,other,2,1175.0,2.0,48.27,4108.085106382979
2534,Pai Layout,3,1550.0,2.0,90.0,5806.451612903225
2535,Yeshwanthpur,3,1826.0,3.0,165.0,9036.144578313253
2536,Hoodi,5,2400.0,5.0,160.0,6666.666666666667
2537,Yelahanka,3,1603.0,3.0,96.0,5988.7710542732375
2538,Marathahalli,3,1350.0,3.0,72.0,5333.333333333333
2539,KR Puram,1,714.0,1.0,28.0,3921.5686274509803
2540,Whitefield,2,1215.0,2.0,65.0,5349.794238683127
2541,Malleshpalya,3,1405.0,2.0,77.0,5480.427046263345
2542,KR Puram,2,1142.0,2.0,51.0,4465.84938704028
2543,other,4,4000.0,4.0,170.0,4250.0
2544,Whitefield,3,1870.0,3.0,90.0,4812.834224598931
2545,Subramanyapura,2,1313.0,2.0,73.0,5559.786747905559
2546,other,3,1945.0,3.0,120.0,6169.665809768638
2547,Thanisandra,3,1573.0,3.0,95.0,6039.4151303242215
2548,Sarjapur  Road,2,1255.0,2.0,92.0,7330.677290836654
2549,Benson Town,4,1400.0,3.0,91.15,6510.714285714285
2550,Kannamangala,2,1235.0,2.0,43.63,3532.7935222672063
2551,Sarjapur  Road,3,1380.0,2.0,52.0,3768.1159420289855
2553,Vittasandra,2,1238.0,2.0,67.0,5411.954765751211
2554,other,3,1465.0,2.0,74.72,5100.341296928327
2555,Thigalarapalya,2,1418.0,2.0,103.0,7263.7517630465445
2556,other,3,1650.0,3.0,165.0,10000.0
2557,other,1,351.0,1.0,16.0,4558.404558404558
2558,Uttarahalli,2,1279.0,2.0,48.0,3752.9319781078966
2559,Kasavanhalli,3,1870.0,3.0,200.0,10695.187165775402
2560,other,4,1500.0,5.0,230.0,15333.333333333334
2561,Hebbal,3,2526.0,2.0,250.0,9897.070467141726
2562,other,3,1550.0,2.0,150.0,9677.41935483871
2564,Uttarahalli,3,1845.0,2.0,68.27,3700.271002710027
2565,other,3,1360.0,2.0,59.27,4358.088235294118
2566,other,3,1150.0,2.0,75.0,6521.739130434783
2567,Whitefield,2,1260.0,2.0,49.5,3928.5714285714284
2568,other,3,1200.0,3.0,74.0,6166.666666666667
2569,Dasanapura,2,965.0,2.0,42.5,4404.145077720207
2570,Hoodi,3,1350.0,2.0,48.0,3555.5555555555557
2571,Bhoganhalli,2,1447.0,2.0,75.97,5250.172771250864
2572,other,3,1229.0,3.0,86.03,7000.0
2573,Kudlu,2,1027.0,2.0,43.0,4186.952288218111
2574,Gottigere,2,1153.0,2.0,48.5,4206.418039895923
2575,Whitefield,4,2856.0,5.0,145.5,5094.53781512605
2576,Malleshpalya,2,1065.0,2.0,50.0,4694.835680751174
2577,other,2,1030.0,2.0,61.0,5922.330097087379
2578,Mallasandra,2,1340.0,2.0,61.0,4552.238805970149
2579,Marathahalli,4,4000.0,5.0,212.0,5300.0
2580,other,1,600.0,1.0,32.0,5333.333333333333
2581,Begur Road,3,1410.0,2.0,44.42,3150.354609929078
2582,Varthur,2,1055.0,2.0,45.35,4298.578199052133
2583,Yelahanka,2,1304.0,2.0,79.0,6058.2822085889575
2584,Sadashiva Nagar,4,2720.0,4.0,485.0,17830.882352941175
2585,Kammasandra,2,990.0,2.0,31.5,3181.818181818182
2586,7th Phase JP Nagar,2,1035.0,2.0,39.33,3800.0
2587,Tumkur Road,1,700.0,1.0,30.09,4298.571428571428
2588,Sonnenahalli,2,1120.0,2.0,43.0,3839.285714285714
2589,Haralur Road,2,1300.0,2.0,73.0,5615.384615384615
2590,Tumkur Road,2,1239.0,2.0,82.0,6618.240516545601
2591,Sarjapur  Road,3,1403.0,3.0,51.63,3679.9714896650034
2592,Hosa Road,2,1365.0,2.0,92.0,6739.92673992674
2593,other,2,1165.0,2.0,135.0,11587.982832618025
2594,Subramanyapura,3,1130.0,2.0,45.19,3999.1150442477874
2595,Green Glen Layout,3,1776.42,3.0,105.0,5910.764346269463
2597,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2598,other,2,1107.0,2.0,33.0,2981.029810298103
2599,Nagavara,3,2319.0,3.0,180.0,7761.966364812419
2600,other,3,1520.0,3.0,80.0,5263.1578947368425
2601,Kannamangala,3,1536.0,3.0,89.0,5794.270833333333
2602,other,4,3000.0,4.0,240.0,8000.0
2603,other,2,1050.0,2.0,38.0,3619.0476190476193
2604,Hoodi,3,1850.0,3.0,146.0,7891.891891891892
2605,Billekahalli,2,1112.0,2.0,62.0,5575.5395683453235
2606,Marathahalli,3,1535.0,3.0,72.5,4723.127035830619
2607,Kanakpura Road,2,1050.0,2.0,35.0,3333.3333333333335
2608,Banashankari,4,2400.0,3.0,370.0,15416.666666666666
2609,7th Phase JP Nagar,3,1250.0,3.0,65.0,5200.0
2610,Kalena Agrahara,2,1187.0,2.0,52.0,4380.791912384162
2611,9th Phase JP Nagar,2,1164.0,2.0,56.0,4810.996563573884
2612,Electronic City Phase II,3,1395.0,2.0,62.78,4500.358422939068
2613,Arekere,3,2072.0,3.0,108.0,5212.355212355213
2614,Kanakpura Road,3,1450.0,3.0,60.91,4200.689655172414
2615,Bannerghatta Road,3,1550.0,3.0,82.0,5290.322580645161
2616,other,2,1315.0,2.0,90.0,6844.106463878327
2617,Hebbal,4,3067.0,4.0,230.0,7499.184871209651
2618,other,2,1210.0,2.0,72.0,5950.413223140496
2619,Bisuvanahalli,3,1075.0,2.0,47.0,4372.093023255814
2621,other,3,1215.0,3.0,42.2,3473.251028806584
2622,Kaggadasapura,3,1470.0,2.0,75.0,5102.040816326531
2623,Dodsworth Layout,4,30000.0,4.0,2100.0,7000.0
2624,Hosur Road,3,1590.0,2.0,125.0,7861.635220125786
2625,Kanakpura Road,2,1050.0,2.0,36.75,3500.0
2626,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91,4281.010719754977
2627,Malleshwaram,3,2000.0,3.0,250.0,12500.0
2628,other,3,1445.0,3.0,64.0,4429.065743944637
2629,Sarjapur  Road,3,1220.0,3.0,58.0,4754.098360655737
2630,Sarjapur,4,3190.0,3.0,160.0,5015.673981191223
2631,Ramagondanahalli,2,1215.0,2.0,51.26,4218.930041152264
2632,Budigere,3,1920.0,2.0,88.0,4583.333333333333
2633,Dodda Nekkundi,2,1390.0,2.0,60.0,4316.546762589928
2636,Hoodi,2,1196.0,2.0,71.74,5998.327759197324
2637,Bannerghatta Road,3,1550.0,2.0,75.0,4838.709677419355
2638,Thigalarapalya,2,1418.0,2.0,101.0,7122.708039492242
2639,Varthur Road,3,1655.0,3.0,115.0,6948.640483383686
2640,KR Puram,2,1115.0,2.0,33.45,3000.0000000000005
2641,other,2,1170.0,2.0,68.0,5811.965811965812
2642,Anekal,2,1035.0,2.0,38.3,3700.483091787439
2643,Singasandra,3,1306.0,2.0,58.0,4441.04134762634
2644,Kengeri,2,750.0,2.0,22.0,2933.3333333333335
2645,Thanisandra,3,1917.0,3.0,122.0,6364.110589462703
2646,Kaggadasapura,3,1615.0,3.0,58.0,3591.331269349845
2647,Marathahalli,2,1071.0,2.0,52.25,4878.618113912232
2648,Koramangala,2,1325.0,2.0,119.0,8981.132075471698
2649,Malleshwaram,7,3000.0,4.0,900.0,30000.0
2650,5th Phase JP Nagar,3,1400.0,2.0,88.0,6285.714285714285
2651,Tumkur Road,2,1246.0,2.0,82.0,6581.0593900481545
2652,Sarjapur,2,1215.0,2.0,40.0,3292.1810699588477
2653,Munnekollal,2,1200.0,2.0,49.5,4125.0
2655,Kodigehaali,2,1200.0,2.0,60.0,5000.0
2656,Kaval Byrasandra,2,945.0,2.0,50.0,5291.005291005291
2657,Benson Town,4,4460.0,5.0,650.0,14573.991031390135
2658,Hormavu,2,1175.0,2.0,52.0,4425.531914893617
2659,Whitefield,2,920.0,2.0,63.0,6847.826086956522
2660,Hosakerehalli,4,3024.0,5.0,350.0,11574.074074074075
2661,other,2,1600.0,2.0,110.0,6875.0
2663,other,4,2400.0,4.0,700.0,29166.666666666668
2664,other,2,955.0,1.0,34.01,3561.256544502618
2665,Ardendale,3,1750.0,3.0,100.0,5714.285714285715
2666,Uttarahalli,3,1425.0,2.0,64.0,4491.228070175439
2667,Basavangudi,3,2150.0,3.0,265.0,12325.581395348838
2668,Whitefield,2,1165.0,2.0,40.5,3476.3948497854076
2669,Kaggadasapura,2,1050.0,2.0,48.0,4571.428571428572
2670,other,3,1370.0,2.0,75.0,5474.4525547445255
2671,Electronic City,3,1374.0,2.0,72.0,5240.174672489083
2672,Harlur,3,1754.0,3.0,124.0,7069.555302166476
2673,Kothanur,3,1847.0,3.0,110.0,5955.603681645913
2674,Ambedkar Nagar,3,1850.0,4.0,139.0,7513.513513513513
2675,Chikka Tirupathi,3,3297.0,3.0,135.0,4094.631483166515
2676,other,2,1187.0,2.0,45.0,3791.0699241786015
2677,Bommasandra Industrial Area,3,1400.0,2.0,40.44,2888.5714285714284
2679,Chamrajpet,2,1350.0,2.0,180.0,13333.333333333334
2680,Doddaballapur,3,3000.0,2.0,120.0,4000.0
2681,Thanisandra,1,693.0,1.0,34.3,4949.494949494949
2682,Dairy Circle,3,1980.0,3.0,224.0,11313.131313131313
2683,KR Puram,2,1021.0,2.0,48.0,4701.273261508325
2684,Thigalarapalya,2,1165.0,2.0,95.0,8154.50643776824
2685,Horamavu Agara,3,1756.0,3.0,92.0,5239.179954441914
2686,Bharathi Nagar,3,1739.0,3.0,105.0,6037.952846463485
2687,Varthur,2,1280.0,2.0,65.0,5078.125
2688,Marathahalli,2,1215.0,2.0,58.86,4844.444444444444
2689,Munnekollal,2,950.0,2.0,46.5,4894.736842105263
2690,Kengeri,3,1082.0,2.0,49.0,4528.650646950093
2691,7th Phase JP Nagar,2,1050.0,2.0,42.0,4000.0
2692,Devanahalli,2,1080.0,2.0,53.35,4939.814814814815
2693,Arekere,2,1100.0,2.0,55.0,5000.0
2694,Ardendale,4,3200.0,4.0,205.0,6406.25
2695,Sarjapur  Road,2,1311.0,2.0,78.0,5949.656750572082
2696,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98,4227.611940298508
2697,Begur Road,2,1160.0,2.0,36.0,3103.448275862069
2698,Whitefield,2,1170.0,2.0,71.0,6068.376068376068
2699,Kengeri,2,1155.0,2.0,40.6,3515.151515151515
2700,Hebbal,3,1255.0,2.0,77.68,6189.641434262949
2701,Rayasandra,2,1065.0,2.0,44.95,4220.657276995305
2702,Neeladri Nagar,1,674.0,1.0,21.0,3115.727002967359
2703,Ambedkar Nagar,3,1936.0,4.0,126.0,6508.264462809917
2704,Sarakki Nagar,3,2289.0,3.0,260.0,11358.671909130624
2705,other,2,1100.0,2.0,38.45,3495.454545454546
2706,Ramagondanahalli,3,2257.0,4.0,157.0,6956.136464333185
2707,Nagarbhavi,2,1055.0,2.0,55.0,5213.270142180095
2708,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87,3390.1960784313724
2709,other,3,1700.0,3.0,97.0,5705.882352941177
2710,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0,4952.380952380952
2711,Frazer Town,3,3500.0,4.0,330.0,9428.57142857143
2712,Rajiv Nagar,2,1263.0,2.0,93.32,7388.756927949327
2713,KR Puram,3,1559.0,3.0,69.315,4446.119307248236
2714,Kengeri Satellite Town,2,1043.0,2.0,65.0,6232.023010546501
2715,Hennur,2,1255.0,2.0,53.5,4262.948207171315
2716,JP Nagar,2,1352.5,2.0,93.865,6940.110905730129
2717,Chandapura,1,590.0,1.0,13.57,2300.0
2718,Yelahanka,3,1550.0,3.0,120.0,7741.935483870968
2719,Sarjapur  Road,3,1220.0,3.0,56.0,4590.163934426229
2720,other,3,1900.0,3.0,160.0,8421.052631578947
2721,other,3,1360.0,3.0,55.0,4044.1176470588234
2722,other,2,1100.0,2.0,75.0,6818.181818181818
2723,8th Phase JP Nagar,3,1455.0,3.0,73.31,5038.487972508591
2724,KR Puram,2,1035.0,2.0,40.5,3913.0434782608695
2725,Harlur,2,1152.0,2.0,69.0,5989.583333333333
2726,Bellandur,2,1299.0,2.0,82.0,6312.548113933795
2727,Sarjapur  Road,3,1157.0,2.0,75.0,6482.281763180639
2728,Rachenahalli,2,1050.0,2.0,52.5,5000.0
2729,Pai Layout,2,1050.0,2.0,40.0,3809.5238095238096
2730,Vittasandra,2,1246.0,2.0,67.4,5409.309791332264
2731,other,3,1929.0,3.0,115.0,5961.638154484189
2732,Hennur,2,1285.0,2.0,60.0,4669.260700389105
2733,Margondanahalli,3,1200.0,2.0,65.0,5416.666666666667
2734,other,4,3161.0,4.0,214.0,6770.00949066751
2735,BTM 2nd Stage,3,1850.0,3.0,170.0,9189.18918918919
2736,Sompura,3,1025.0,2.0,37.0,3609.756097560976
2737,Malleshwaram,2,1124.0,3.0,80.0,7117.437722419929
2738,Balagere,2,1012.0,2.0,54.59,5394.268774703557
2739,Giri Nagar,7,4500.0,5.0,250.0,5555.555555555556
2740,8th Phase JP Nagar,2,871.0,2.0,55.0,6314.580941446613
2741,other,2,1020.0,2.0,40.0,3921.5686274509803
2742,Rachenahalli,3,1550.0,3.0,73.5,4741.935483870968
2743,other,3,3515.0,3.0,420.0,11948.790896159317
2744,Akshaya Nagar,3,1410.0,2.0,80.0,5673.758865248227
2745,Chikka Tirupathi,4,3500.0,5.0,150.0,4285.714285714285
2746,Whitefield,2,1118.0,2.0,75.0,6708.4078711985685
2747,Thanisandra,2,1098.0,2.0,68.0,6193.078324225865
2748,Kanakapura,2,1130.0,2.0,45.2,4000.0
2749,Sarjapur  Road,2,1145.0,2.0,75.0,6550.218340611354
2750,Kadugodi,3,950.0,3.0,80.0,8421.052631578947
2751,other,2,1051.0,2.0,33.0,3139.8667935299713
2753,Marathahalli,2,1102.0,2.0,53.67,4870.235934664247
2754,Jalahalli,2,1478.0,2.0,125.0,8457.374830852503
2755,Chandapura,1,645.0,1.0,16.45,2550.3875968992247
2756,Hebbal,2,823.0,2.0,50.63,6151.883353584447
2757,Abbigere,2,880.0,2.0,35.0,3977.2727272727275
2759,Budigere,3,1991.0,4.0,100.0,5022.601707684581
2760,TC Palaya,3,1100.0,3.0,50.0,4545.454545454545
2761,Gubbalala,3,1745.0,3.0,115.0,6590.25787965616
2762,HAL 2nd Stage,2,1226.0,3.0,135.0,11011.419249592169
2764,other,2,1100.0,2.0,70.0,6363.636363636364
2765,Banashankari Stage VI,4,1200.0,4.0,195.0,16250.0
2766,5th Phase JP Nagar,2,1450.0,2.0,58.0,4000.0
2767,Singasandra,4,3366.0,4.0,120.0,3565.0623885918003
2768,Sahakara Nagar,2,1150.0,2.0,54.0,4695.652173913043
2769,Kanakpura Road,3,1843.0,3.0,95.84,5200.217037438958
2770,Banashankari Stage VI,4,2200.0,4.0,195.0,8863.636363636364
2771,Bommanahalli,2,1090.0,3.0,44.0,4036.697247706422
2772,Kaggadasapura,2,1132.0,2.0,42.0,3710.2473498233217
2773,Hulimavu,2,1375.0,2.0,80.0,5818.181818181818
2774,7th Phase JP Nagar,4,1500.0,5.0,220.0,14666.666666666666
2775,Thanisandra,1,760.0,1.0,50.3,6618.421052631579
2776,Kaggadasapura,2,1180.0,2.0,65.0,5508.474576271186
2777,Jigani,2,918.0,2.0,45.0,4901.9607843137255
2779,Margondanahalli,2,1200.0,1.0,53.0,4416.666666666667
2780,HSR Layout,2,1372.0,2.0,61.0,4446.064139941691
2781,other,7,2400.0,7.0,355.0,14791.666666666666
2782,Ardendale,3,1728.0,3.0,95.0,5497.685185185185
2783,Malleshwaram,3,2215.0,3.0,275.0,12415.349887133183
2784,BTM 2nd Stage,2,1200.0,2.0,80.0,6666.666666666667
2785,6th Phase JP Nagar,2,1280.0,2.0,56.0,4375.0
2787,other,3,1455.0,2.0,56.0,3848.7972508591065
2788,other,1,440.0,1.0,28.0,6363.636363636364
2789,Kanakpura Road,3,1500.0,3.0,97.0,6466.666666666667
2790,Whitefield,3,1800.0,3.0,110.0,6111.111111111111
2791,Mysore Road,3,1525.0,3.0,96.0,6295.081967213115
2792,Rachenahalli,2,1204.0,2.0,38.5,3197.6744186046512
2793,Old Madras Road,2,1225.0,2.0,53.55,4371.428571428572
2795,Bannerghatta Road,3,1650.0,3.0,122.0,7393.939393939394
2797,other,4,4200.0,4.0,255.0,6071.428571428572
2798,other,2,1200.0,2.0,55.0,4583.333333333333
2800,9th Phase JP Nagar,2,1005.0,2.0,42.0,4179.104477611941
2801,Whitefield,3,1562.0,3.0,103.0,6594.110115236876
2802,Devanahalli,4,5000.0,5.0,395.0,7900.0
2804,Ramamurthy Nagar,2,1200.0,2.0,42.0,3500.0
2805,Kasavanhalli,3,1555.0,3.0,82.5,5305.4662379421225
2806,KR Puram,2,1550.0,2.0,71.0,4580.645161290323
2807,Whitefield,2,1190.0,2.0,67.0,5630.252100840336
2808,Chikkalasandra,2,1070.0,2.0,50.0,4672.897196261682
2810,Jalahalli East,2,1020.0,2.0,42.48,4164.705882352941
2811,Yelahanka,3,1610.0,3.0,115.0,7142.857142857143
2812,other,1,700.0,1.0,41.0,5857.142857142857
2813,other,3,1300.0,2.0,49.0,3769.230769230769
2814,Hebbal,2,1420.0,2.0,123.0,8661.971830985916
2816,Hebbal,3,1069.0,3.0,65.4,6117.867165575305
2817,Marathahalli,3,1900.0,3.0,123.0,6473.684210526316
2818,Old Airport Road,2,1655.0,2.0,97.65,5900.302114803625
2819,Uttarahalli,2,1155.0,2.0,40.42,3499.5670995670994
2820,Sarjapur  Road,3,1300.0,2.0,70.0,5384.615384615385
2821,Electronic City,2,1100.0,2.0,45.0,4090.909090909091
2822,Doddathoguru,2,1030.0,2.0,42.0,4077.669902912621
2823,Vittasandra,2,2105.0,2.0,70.2,3334.916864608076
2824,Bhoganhalli,3,1700.0,3.0,126.0,7411.764705882353
2825,Jakkur,3,1760.0,3.0,139.0,7897.727272727273
2826,Kadugodi,9,6200.0,9.0,200.0,3225.8064516129034
2827,other,2,1400.0,2.0,67.0,4785.714285714285
2828,other,2,1200.0,2.0,53.0,4416.666666666667
2829,Bannerghatta Road,2,912.0,2.0,55.0,6030.701754385965
2830,Whitefield,2,1102.0,2.0,48.0,4355.716878402904
2831,other,3,1535.0,3.0,55.0,3583.061889250814
2832,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2833,Jigani,2,918.0,2.0,63.2,6884.531590413943
2834,Begur Road,3,1500.0,2.0,70.0,4666.666666666667
2835,other,3,3000.0,3.0,250.0,8333.333333333334
2836,Kasavanhalli,3,1476.0,3.0,89.0,6029.810298102981
2837,Mysore Road,2,1200.0,2.0,65.0,5416.666666666667
2838,Vijayanagar,1,606.0,1.0,34.78,5739.273927392739
2839,other,2,1100.0,2.0,61.0,5545.454545454545
2840,Garudachar Palya,3,1295.0,2.0,59.5,4594.594594594595
2841,Neeladri Nagar,1,527.0,1.0,26.0,4933.586337760911
2842,OMBR Layout,2,1300.0,2.0,80.0,6153.846153846154
2844,other,1,1260.0,1.0,41.0,3253.968253968254
2845,Koramangala,2,1140.0,2.0,75.2,6596.491228070176
2846,other,1,1500.0,1.0,37.5,2500.0
2847,Whitefield,3,2321.0,4.0,128.0,5514.864282636794
2848,Sarjapur  Road,2,1390.0,2.0,62.0,4460.431654676259
2849,Sarjapur  Road,3,1725.0,3.0,90.0,5217.391304347826
2850,Hebbal,4,3067.0,4.0,310.0,10107.597000326052
2851,Hennur Road,3,1186.0,2.0,63.0,5311.973018549747
2852,Kanakpura Road,2,1230.0,2.0,85.0,6910.569105691057
2853,other,1,600.0,1.0,17.0,2833.3333333333335
2854,Yeshwanthpur,3,1313.0,3.0,96.0,7311.500380807312
2855,TC Palaya,2,900.0,2.0,55.0,6111.111111111111
2856,Ambalipura,2,1250.0,2.0,66.25,5300.0
2858,Binny Pete,1,660.0,1.0,54.0,8181.818181818182
2859,Basavangudi,2,1036.0,2.0,105.0,10135.135135135135
2860,Koramangala,4,2700.0,4.0,450.0,16666.666666666668
2861,Old Madras Road,2,1100.0,2.0,70.0,6363.636363636364
2863,BTM 2nd Stage,4,1500.0,2.0,450.0,30000.0
2865,Electronics City Phase 1,2,1015.0,2.0,56.0,5517.241379310345
2866,Gottigere,1,812.0,1.0,26.0,3201.9704433497536
2867,other,3,1360.0,2.0,65.0,4779.411764705882
2868,Nehru Nagar,3,2167.0,3.0,170.0,7844.946931241348
2869,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0,2916.6666666666665
2870,other,2,1165.0,2.0,75.0,6437.768240343347
2871,BTM 2nd Stage,2,1274.0,2.0,70.0,5494.505494505494
2872,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02,3390.095569070374
2874,Thubarahalli,3,1626.0,2.0,120.0,7380.073800738008
2875,Banashankari Stage V,2,1035.0,2.0,35.77,3456.038647342996
2876,other,3,1272.0,4.0,75.0,5896.226415094339
2877,other,2,965.0,2.0,45.0,4663.21243523316
2878,other,5,1600.0,5.0,140.0,8750.0
2879,Kothannur,2,1070.0,2.0,42.79,3999.0654205607475
2880,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0,4140.127388535032
2881,other,2,,2.0,38.0,
2882,other,2,780.0,2.0,25.0,3205.128205128205
2883,other,3,1000.0,2.0,65.0,6500.0
2884,9th Phase JP Nagar,4,1200.0,3.0,188.0,15666.666666666666
2885,Tindlu,7,7500.0,7.0,400.0,5333.333333333333
2886,5th Phase JP Nagar,3,1700.0,2.0,100.0,5882.35294117647
2887,Haralur Road,3,1850.0,3.0,110.0,5945.945945945946
2888,Kereguddadahalli,2,904.0,2.0,30.0,3318.5840707964603
